,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,std,turbo
110,0,122.0,peugot,four,wagon,rwd,front,114.2,1.0,0.9927431059506531,0.9816053511705687,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,25,17075,10.638297872340425,10.638297872340425,low,True,False,False,True
111,0,161.0,peugot,four,sedan,rwd,front,107.9,0.9888771186440677,0.9927431059506531,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,24,16630,8.085106382978724,10.212765957446807,low,False,True,True,False
112,0,161.0,peugot,four,sedan,rwd,front,107.9,0.9888771186440677,0.9927431059506531,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,33,17950,11.914893617021276,14.042553191489361,low,True,False,False,True
113,0,161.0,peugot,four,sedan,rwd,front,108.0,0.9888771186440677,0.9912917271407836,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,18,24,18150,7.659574468085106,10.212765957446807,medium,False,True,False,True
114,1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.833156779661017,0.9259796806966617,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,37,41,5572,15.74468085106383,17.4468085106383,low,False,True,True,False
115,1,119.0,plymouth,two,hatchback,fwd,front,93.7,0.833156779661017,0.9259796806966617,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,24,30,7957,10.212765957446807,12.76595744680851,low,False,True,False,True
116,1,154.0,plymouth,four,hatchback,fwd,front,93.7,0.833156779661017,0.9259796806966617,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6229,13.191489361702127,16.170212765957448,low,False,True,True,False
117,1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8861228813559322,0.9259796806966617,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,38,6692,13.191489361702127,16.170212765957448,low,False,True,True,False
118,1,154.0,plymouth,four,sedan,fwd,front,93.7,0.8861228813559322,0.9259796806966617,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,31,38,7609,13.191489361702127,16.170212765957448,low,False,True,True,False
119,-1,74.0,plymouth,four,wagon,fwd,front,103.3,0.9247881355932203,0.9375907111756167,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,24,30,8921,10.212765957446807,12.76595744680851,low,False,True,True,False
120,3,122.0,plymouth,two,hatchback,rwd,front,95.9,0.9173728813559321,0.9622641509433961,0.8494077834179358,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,19,24,12764,8.085106382978724,10.212765957446807,medium,False,True,False,True
121,3,186.0,porsche,two,hatchback,rwd,front,94.5,0.8945974576271186,0.9912917271407836,0.8494077834179358,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,19,27,22018,8.085106382978724,11.48936170212766,medium,False,True,True,False
122,3,122.0,porsche,two,hardtop,rwd,rear,89.5,0.8945974576271186,0.9433962264150942,0.8730964467005076,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,32528,7.234042553191489,10.638297872340425,high,False,True,True,False
123,3,122.0,porsche,two,hardtop,rwd,rear,89.5,0.8945974576271186,0.9433962264150942,0.8730964467005076,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,34028,7.234042553191489,10.638297872340425,high,False,True,True,False
124,3,122.0,porsche,two,convertible,rwd,rear,89.5,0.8945974576271186,0.9433962264150942,0.8730964467005076,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,17,25,37028,7.234042553191489,10.638297872340425,high,False,True,True,False
125,0,122.0,renault,four,wagon,fwd,front,96.1,0.9613347457627118,0.9651669085631349,0.934010152284264,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103,5118.181818181818,23,31,9295,9.787234042553191,13.191489361702127,low,False,True,True,False
126,2,122.0,renault,two,hatchback,fwd,front,96.1,0.9364406779661018,0.9666182873730041,0.8544839255499154,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103,5118.181818181818,23,31,9895,9.787234042553191,13.191489361702127,low,False,True,True,False
127,3,150.0,saab,two,hatchback,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,21,28,11850,8.936170212765957,11.914893617021276,low,False,True,True,False
128,2,104.0,saab,four,sedan,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,12170,8.936170212765957,11.914893617021276,low,False,True,True,False
129,3,150.0,saab,two,hatchback,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,21,28,15040,8.936170212765957,11.914893617021276,low,False,True,True,False
130,2,104.0,saab,four,sedan,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,21,28,15510,8.936170212765957,11.914893617021276,low,False,True,True,False
131,3,150.0,saab,two,hatchback,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18150,8.085106382978724,11.063829787234042,medium,False,True,False,True
132,2,104.0,saab,four,sedan,fwd,front,99.1,0.9883474576271185,0.9651669085631349,0.949238578680203,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,19,26,18620,8.085106382978724,11.063829787234042,medium,False,True,False,True
133,2,83.0,subaru,two,hatchback,fwd,front,93.7,0.8310381355932204,0.9201741654571842,0.9086294416243655,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,31,36,5118,13.191489361702127,15.319148936170212,low,False,True,True,False
134,2,83.0,subaru,two,hatchback,fwd,front,93.7,0.8363347457627118,0.923076923076923,0.9086294416243655,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7053,11.063829787234042,13.191489361702127,low,False,True,True,False
135,2,83.0,subaru,two,hatchback,4wd,front,93.3,0.833156779661017,0.9259796806966617,0.9424703891708968,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,26,31,7603,11.063829787234042,13.191489361702127,low,False,True,True,False
136,0,102.0,subaru,four,sedan,fwd,front,97.2,0.9110169491525423,0.9492017416545718,0.8883248730964467,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,32,37,7126,13.617021276595745,15.74468085106383,low,False,True,True,False
137,0,102.0,subaru,four,sedan,fwd,front,97.2,0.9110169491525423,0.9492017416545718,0.8883248730964467,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,28,33,7775,11.914893617021276,14.042553191489361,low,False,True,True,False
138,0,102.0,subaru,four,sedan,fwd,front,97.2,0.9110169491525423,0.9492017416545718,0.8883248730964467,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,26,32,9960,11.063829787234042,13.617021276595745,low,False,True,True,False
139,0,102.0,subaru,four,sedan,4wd,front,97.0,0.9110169491525423,0.9492017416545718,0.9187817258883249,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,24,25,9233,10.212765957446807,10.638297872340425,low,False,True,True,False
140,0,102.0,subaru,four,sedan,4wd,front,97.0,0.9110169491525423,0.9492017416545718,0.9187817258883249,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,24,29,11259,10.212765957446807,12.340425531914892,low,False,True,False,True
141,0,89.0,subaru,four,wagon,fwd,front,97.0,0.9189618644067796,0.9492017416545718,0.8967851099830795,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,28,32,7463,11.914893617021276,13.617021276595745,low,False,True,True,False
142,0,89.0,subaru,four,wagon,fwd,front,97.0,0.9189618644067796,0.9492017416545718,0.8967851099830795,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,25,31,10198,10.638297872340425,13.191489361702127,low,False,True,True,False
143,0,85.0,subaru,four,wagon,4wd,front,96.9,0.9194915254237287,0.9492017416545718,0.9289340101522843,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,23,29,8013,9.787234042553191,12.340425531914892,low,False,True,True,False
144,0,85.0,subaru,four,wagon,4wd,front,96.9,0.9194915254237287,0.9492017416545718,0.9289340101522843,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,23,23,11694,9.787234042553191,9.787234042553191,low,False,True,False,True
145,1,87.0,toyota,two,hatchback,fwd,front,95.7,0.8405720338983049,0.923076923076923,0.922165820642978,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,35,39,5348,14.893617021276595,16.595744680851062,low,False,True,True,False
146,1,87.0,toyota,two,hatchback,fwd,front,95.7,0.8405720338983049,0.923076923076923,0.922165820642978,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6338,13.191489361702127,16.170212765957448,low,False,True,True,False
147,1,74.0,toyota,four,hatchback,fwd,front,95.7,0.8405720338983049,0.923076923076923,0.922165820642978,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,38,6488,13.191489361702127,16.170212765957448,low,False,True,True,False
148,0,77.0,toyota,four,wagon,fwd,front,95.7,0.8988347457627117,0.923076923076923,1.0,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,31,37,6918,13.191489361702127,15.74468085106383,low,False,True,True,False
149,0,81.0,toyota,four,wagon,4wd,front,95.7,0.8988347457627117,0.923076923076923,1.0,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,7898,11.48936170212766,13.617021276595745,low,False,True,True,False
150,0,91.0,toyota,four,wagon,4wd,front,95.7,0.8988347457627117,0.923076923076923,1.0,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,27,32,8778,11.48936170212766,13.617021276595745,low,False,True,True,False
151,0,91.0,toyota,four,sedan,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9217391304347826,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,6938,12.76595744680851,15.74468085106383,low,False,True,True,False
152,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9182608695652174,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,30,37,7198,12.76595744680851,15.74468085106383,low,False,True,True,False
153,0,91.0,toyota,four,sedan,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9217391304347826,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,34,36,7898,14.468085106382977,15.319148936170212,low,True,False,True,False
154,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9182608695652174,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,38,47,7788,16.170212765957448,20.0,low,True,False,True,False
155,0,91.0,toyota,four,sedan,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9217391304347826,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,38,47,7738,16.170212765957448,20.0,low,False,True,True,False
156,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9182608695652174,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,8358,11.914893617021276,14.468085106382977,low,False,True,True,False
157,0,91.0,toyota,four,sedan,fwd,front,95.7,0.8808262711864406,0.9346879535558781,0.9182608695652174,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,28,34,9258,11.914893617021276,14.468085106382977,low,False,True,True,False
158,1,168.0,toyota,two,sedan,rwd,front,94.5,0.8935381355932203,0.9288824383164005,0.9147826086956522,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8058,12.340425531914892,14.468085106382977,low,False,True,True,False
159,1,168.0,toyota,two,hatchback,rwd,front,94.5,0.8935381355932203,0.9288824383164005,0.9147826086956522,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,29,34,8238,12.340425531914892,14.468085106382977,low,False,True,True,False
160,1,168.0,toyota,two,sedan,rwd,front,94.5,0.8935381355932203,0.9288824383164005,0.9147826086956522,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9298,11.063829787234042,12.340425531914892,low,False,True,True,False
161,1,168.0,toyota,two,hatchback,rwd,front,94.5,0.8935381355932203,0.9288824383164005,0.9147826086956522,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,26,29,9538,11.063829787234042,12.340425531914892,low,False,True,True,False
162,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9043478260869565,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,8449,10.212765957446807,12.76595744680851,low,False,True,True,False
163,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9043478260869565,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9639,10.212765957446807,12.76595744680851,low,False,True,True,False
164,2,134.0,toyota,two,hatchback,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9043478260869565,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,9989,10.212765957446807,12.76595744680851,low,False,True,True,False
165,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9043478260869565,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11199,10.212765957446807,12.76595744680851,low,False,True,True,False
166,2,134.0,toyota,two,hatchback,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9043478260869565,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,11549,10.212765957446807,12.76595744680851,low,False,True,True,False
167,2,134.0,toyota,two,convertible,rwd,front,98.4,0.9332627118644067,0.9521044992743104,0.9217391304347826,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,24,30,17669,10.212765957446807,12.76595744680851,low,False,True,True,False
168,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.9300847457627118,0.9651669085631349,0.9547826086956521,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,29,34,8948,12.340425531914892,14.468085106382977,low,False,True,True,False
169,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.9300847457627118,0.9651669085631349,0.9547826086956521,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,30,33,10698,12.76595744680851,14.042553191489361,low,True,False,False,True
170,-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.9300847457627118,0.9651669085631349,0.937391304347826,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,9988,11.48936170212766,13.617021276595745,low,False,True,True,False
171,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.9300847457627118,0.9651669085631349,0.9547826086956521,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,10898,11.48936170212766,13.617021276595745,low,False,True,True,False
172,-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.9300847457627118,0.9651669085631349,0.937391304347826,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,27,32,11248,11.48936170212766,13.617021276595745,low,False,True,True,False
173,3,197.0,toyota,two,hatchback,rwd,front,102.9,0.9719279661016949,0.9825834542815675,0.9043478260869565,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,20,24,16558,8.51063829787234,10.212765957446807,medium,False,True,True,False
174,3,197.0,toyota,two,hatchback,rwd,front,102.9,0.9719279661016949,0.9825834542815675,0.9043478260869565,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,19,24,15998,8.085106382978724,10.212765957446807,medium,False,True,True,False
175,-1,90.0,toyota,four,sedan,rwd,front,104.5,0.9947033898305084,0.9651669085631349,0.9408695652173913,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,20,24,15690,8.51063829787234,10.212765957446807,medium,False,True,True,False
176,-1,122.0,toyota,four,wagon,rwd,front,104.5,0.9947033898305084,0.9651669085631349,0.9408695652173913,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,19,24,15750,8.085106382978724,10.212765957446807,medium,False,True,True,False
177,2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7775,15.74468085106383,19.574468085106382,low,True,False,True,False
178,2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,7975,11.48936170212766,14.468085106382977,low,False,True,True,False
179,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,37,46,7995,15.74468085106383,19.574468085106382,low,True,False,True,False
180,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8195,11.48936170212766,14.468085106382977,low,False,True,True,False
181,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,27,34,8495,11.48936170212766,14.468085106382977,low,False,True,True,False
182,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,37,42,9495,15.74468085106383,17.872340425531913,low,True,False,False,True
183,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.9094279661016949,0.9506531204644412,0.9686956521739131,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,26,32,9995,11.063829787234042,13.617021276595745,low,False,True,True,False
184,3,122.0,volkswagen,two,convertible,fwd,front,94.5,0.84375,0.9317851959361393,0.9669565217391305,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,11595,10.212765957446807,12.340425531914892,low,False,True,True,False
185,3,256.0,volkswagen,two,hatchback,fwd,front,94.5,0.8776483050847457,0.9288824383164005,0.8939130434782608,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,24,29,9980,10.212765957446807,12.340425531914892,low,False,True,True,False
186,0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.9544491525423727,0.9709724238026125,0.9582608695652174,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,19,24,13295,8.085106382978724,10.212765957446807,low,False,True,True,False
187,0,122.0,volkswagen,four,sedan,fwd,front,100.4,0.9544491525423727,0.9709724238026125,0.9582608695652174,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,33,38,13845,14.042553191489361,16.170212765957448,low,True,False,False,True
188,0,122.0,volkswagen,four,wagon,fwd,front,100.4,0.9698093220338982,0.9709724238026125,0.9582608695652174,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,25,31,12290,10.638297872340425,13.191489361702127,low,False,True,True,False
189,-2,103.0,volvo,four,sedan,rwd,front,104.3,1.0,0.9753265602322205,0.9773913043478262,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,12940,9.787234042553191,11.914893617021276,low,False,True,True,False
190,-1,74.0,volvo,four,wagon,rwd,front,104.3,1.0,0.9753265602322205,1.0,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,13415,9.787234042553191,11.914893617021276,low,False,True,True,False
191,-2,103.0,volvo,four,sedan,rwd,front,104.3,1.0,0.9753265602322205,0.9773913043478262,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,15985,10.212765957446807,11.914893617021276,low,False,True,True,False
192,-1,74.0,volvo,four,wagon,rwd,front,104.3,1.0,0.9753265602322205,1.0,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,24,28,16515,10.212765957446807,11.914893617021276,low,False,True,True,False
193,-2,103.0,volvo,four,sedan,rwd,front,104.3,1.0,0.9753265602322205,0.9773913043478262,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18420,7.234042553191489,9.361702127659575,medium,False,True,False,True
194,-1,74.0,volvo,four,wagon,rwd,front,104.3,1.0,0.9753265602322205,1.0,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,17,22,18950,7.234042553191489,9.361702127659575,medium,False,True,False,True
195,-1,95.0,volvo,four,sedan,rwd,front,109.1,1.0,1.0,1.0,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,23,28,16845,9.787234042553191,11.914893617021276,low,False,True,True,False
196,-1,95.0,volvo,four,sedan,rwd,front,109.1,1.0,0.9985486211901305,1.0,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,19,25,19045,8.085106382978724,10.638297872340425,medium,False,True,False,True
197,-1,95.0,volvo,four,sedan,rwd,front,109.1,1.0,1.0,1.0,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,18,23,21485,7.659574468085106,9.787234042553191,medium,False,True,True,False
198,-1,95.0,volvo,four,sedan,rwd,front,109.1,1.0,1.0,1.0,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,26,27,22470,11.063829787234042,11.48936170212766,low,True,False,False,True
199,-1,95.0,volvo,four,sedan,rwd,front,109.1,1.0,1.0,1.0,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,19,25,22625,8.085106382978724,10.638297872340425,low,False,True,False,True
